0.15425,0,0,-0.98803
0.13537,0.47369,0.073952,-0.86708
0.083342,0.8314,0.1298,-0.53384
0.010911,0.98556,0.15387,-0.069891
-0.064191,0.89841,0.14026,0.41117
-0.12358,0.59131,0.092315,0.79156
-0.15271,0.13943,0.021768,0.97814
-0.14445,-0.34658,-0.054109,0.92525
-0.10083,-0.74774,-0.11674,0.64582
-0.032516,-0.96583,-0.15079,0.20827
0.043755,-0.94745,-0.14792,-0.28027
0.10931,-0.6971,-0.10883,-0.70019
0.14811,-0.27607,-0.0431,-0.94868
0.15064,0.21255,0.033183,-0.9649
0.11629,0.64912,0.10134,-0.74488
0.053469,0.92677,0.14469,-0.34249
-0.022444,0.97752,0.15261,0.14376
-0.092861,0.78893,0.12317,0.59481
-0.14054,0.40719,0.06357,0.90023
-0.15382,-0.074252,-0.011592,0.98524
-0.12943,-0.53751,-0.083916,0.82903
-0.073352,-0.86917,-0.13569,0.46985
0.00068267,-0.98802,-0.15425,-0.0043727
0.07455,-0.86497,-0.13504,-0.47752
0.13017,-0.53015,-0.082767,-0.83375
0.15391,-0.065528,-0.01023,-0.98586
0.13997,0.41514,0.064811,-0.89659
0.091767,0.79416,0.12398,-0.5878
0.021092,0.97875,0.1528,-0.1351
-0.054748,0.92371,0.14421,0.35068
-0.11718,0.6425,0.10031,0.7506
-0.15093,0.204,0.031848,0.96674
-0.14772,-0.28446,-0.04441,0.9462
-0.10835,-0.70327,-0.10979,0.69399
-0.042444,-0.94989,-0.1483,0.27187
0.033849,-0.96395,-0.15049,-0.21681
0.10185,-0.742,-0.11584,-0.65241
0.14492,-0.33838,-0.052828,-0.92828
0.15251,0.14808,0.023119,-0.97687
0.12276,0.59829,0.093405,-0.78629
0.062947,0.90202,0.14082,-0.4032
-0.012273,0.9849,0.15376,0.078611
-0.084488,0.82664,0.12906,0.54117
-0.13602,0.46599,0.072751,0.87124
-0.15425,-0.0087454,-0.0013653,0.98799
-0.13471,-0.48134,-0.075147,0.86285
-0.08219,-0.83609,-0.13053,0.52646
-0.009549,-0.98614,-0.15396,0.061164
0.06543,-0.89474,-0.13969,-0.4191
0.12439,-0.58428,-0.091218,-0.79676
0.15289,-0.13077,-0.020415,-0.97934
0.14397,0.35476,0.055385,-0.92214
0.099788,0.75343,0.11763,-0.63918
0.03118,0.96764,0.15107,-0.19972
-0.045063,0.94493,0.14752,0.28864
-0.11027,0.69087,0.10786,0.70633
-0.14848,0.26766,0.041788,0.95109
-0.15034,-0.22108,-0.034515,0.96298
-0.11539,-0.65569,-0.10237,0.7391
-0.052186,-0.92977,-0.14516,0.33427
0.023794,-0.97621,-0.15241,-0.15241
0.093948,-0.78363,-0.12234,-0.60177
0.1411,-0.3992,-0.062323,-0.90379
0.15371,0.082969,0.012953,-0.98454
0.12868,0.54483,0.085058,-0.82424
0.072148,0.87329,0.13634,-0.46213
-0.002048,0.98794,0.15424,0.013118
-0.075743,0.86071,0.13437,0.48516
-0.13089,0.52275,0.081612,0.83841
-0.154,0.056799,0.0088675,0.9864
-0.1394,-0.42306,-0.066048,0.89288
-0.090666,-0.79934,-0.12479,0.58075
-0.019739,-0.97991,-0.15298,0.12643
0.056022,-0.92057,-0.14372,-0.35884
0.11807,-0.63584,-0.099267,-0.75625
0.1512,-0.19543,-0.030511,-0.96851
0.14732,0.29282,0.045715,-0.94364
0.10737,0.70938,0.11075,-0.68774
0.04113,0.95226,0.14867,-0.26345
-0.03518,0.96199,0.15019,0.22534
-0.10288,0.7362,0.11493,0.65896
-0.14538,0.33015,0.051543,0.93124
-0.1523,-0.15672,-0.024468,0.97552
-0.12192,-0.60523,-0.094488,0.78096
-0.061698,-0.90555,-0.14137,0.3952
0.013633,-0.98416,-0.15365,-0.087326
0.085627,-0.82182,-0.1283,-0.54847
0.13666,-0.45826,-0.071544,-0.87533
0.15423,0.01749,0.0027305,-0.98788
0.13404,0.48896,0.076337,-0.85856
0.081032,0.84072,0.13125,-0.51903
0.0081859,0.98664,0.15403,-0.052433
-0.066664,0.891,0.1391,0.42701
-0.12519,0.5772,0.090113,0.8019
-0.15307,0.12209,0.019061,0.98046
-0.14347,-0.36291,-0.056657,0.91897
-0.098743,-0.75906,-0.1185,0.63248
-0.029841,-0.96937,-0.15134,0.19114
0.046367,-0.94234,-0.14712,-0.29699
0.11122,-0.68459,-0.10688,-0.71242
0.14885,-0.25923,-0.040472,-0.95342
0.15003,0.22959,0.035844,-0.96099
0.11448,0.66221,0.10338,-0.73327
0.050899,0.93269,0.14561,-0.32603
-0.025142,0.97482,0.15219,0.16104
-0.095027,0.77828,0.1215,0.60868
-0.14165,0.39119,0.061072,0.90729
-0.15359,-0.091681,-0.014313,0.98377
-0.12792,-0.5521,-0.086194,0.81938
-0.070939,-0.87735,-0.13697,0.45439
0.0034131,-0.98779,-0.15421,-0.021862
0.076929,-0.85639,-0.1337,-0.49276
0.13161,-0.51531,-0.08045,-0.84301
0.15407,-0.048066,-0.0075041,-0.98686
0.13881,0.43094,0.067279,-0.8891
0.089558,0.80445,0.12559,-0.57365
0.018384,0.98099,0.15315,-0.11775
-0.057292,0.91735,0.14322,0.36697
-0.11894,0.62912,0.098218,0.76185
-0.15147,0.18685,0.029171,0.9702
-0.14691,-0.30116,-0.047017,0.94101
-0.10639,-0.71544,-0.11169,0.68143
